id,pre_id_0,pre_id_1,pre_id_2,pre_id_3,title,icon,simple_desc,accept_desc,desc,finish_type,param_0,param_1,param_2,param_3,accept_show,type,is_open,group,open_level,count_limit,adapt_level,circle,rate,can_drop,publish_npc_id,commit_npc_id,exp,exp_rate,gold,gold_rate,package_id,roll_drop,show_reward_0,show_reward_1,show_reward_2,show_reward_3,show_reward_4,fail_text,pre_text_0,pre_action_0,pre_isnpc_0,pre_text_1,pre_action_1,pre_isnpc_1,pre_text_2,pre_action_2,pre_isnpc_2,pre_text_3,pre_action_3,pre_isnpc_3,pre_text_4,pre_action_4,pre_isnpc_4,finish_text_0,finish_action_0,finish_isnpc_0,finish_text_1,finish_action_1,finish_isnpc_1,finish_text_2,finish_action_2,finish_isnpc_2,finish_text_3,finish_action_3,finish_isnpc_3,finish_text_4,finish_action_4,finish_isnpc_4,AccecptDialogType,get_text_0,get_action_0,get_isnpc_0,get_text_1,get_action_1,get_isnpc_1,get_text_2,get_action_2,get_isnpc_2,get_text_3,get_action_3,get_isnpc_3,get_text_4,get_action_4,get_isnpc_4,animaion_pos,animation_id,other_npc_group
63023,-1,-1,-1,-1,mis_title_63023,target_reward+icon_item_jz_02,mis_sim_63023,mis_acc_63023,mis_desc_63023,7,14221,421,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,110,0,1.0,0,1.0,1023,-1,20232021,-1,-1,-1,-1,mis_fail_63023,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63023_1,-1,36103,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63024,-1,-1,-1,-1,mis_title_63024,target_reward+icon_item_jz_02,mis_sim_63024,mis_acc_63024,mis_desc_63024,1,30102003,1,132,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,110,0,1.0,0,1.0,1024,-1,20232030,-1,-1,-1,-1,mis_fail_63024,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63024_1,-1,36103,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63025,-1,-1,-1,-1,mis_title_63025,target_reward+icon_item_jz_02,mis_sim_63025,mis_acc_63025,mis_desc_63025,7,14222,422,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,110,0,1.0,0,1.0,1025,-1,20232039,-1,-1,-1,-1,mis_fail_63025,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63025_1,-1,36103,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63026,-1,-1,-1,-1,mis_title_63026,target_reward+icon_item_jz_02,mis_sim_63026,mis_acc_63026,mis_desc_63026,2,1003,-1,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,110,0,1.0,0,1.0,1026,-1,20232048,-1,-1,-1,-1,mis_fail_63026,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63026_1,-1,36103,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63031,-1,-1,-1,-1,mis_title_63031,target_reward+icon_item_jz_02,mis_sim_63031,mis_acc_63031,mis_desc_63031,4,28911102,1000400104,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,113,0,1.0,0,1.0,1031,-1,20232004,-1,-1,-1,-1,mis_fail_63031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63031_1,-1,36104,mis_fin_63031_2,-1,36104,mis_fin_63031_3,-1,36104,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63032,-1,-1,-1,-1,mis_title_63032,target_reward+icon_item_jz_02,mis_sim_63032,mis_acc_63032,mis_desc_63032,4,28911008,1000400092,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,113,0,1.0,0,1.0,1032,-1,20232013,-1,-1,-1,-1,mis_fail_63032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63032_1,-1,36104,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63033,-1,-1,-1,-1,mis_title_63033,target_reward+icon_item_jz_02,mis_sim_63033,mis_acc_63033,mis_desc_63033,7,14231,431,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,113,0,1.0,0,1.0,1033,-1,20232022,-1,-1,-1,-1,mis_fail_63033,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63033_1,-1,36104,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63034,-1,-1,-1,-1,mis_title_63034,target_reward+icon_item_jz_02,mis_sim_63034,mis_acc_63034,mis_desc_63034,1,30106003,1,132,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,113,0,1.0,0,1.0,1034,-1,20232031,-1,-1,-1,-1,mis_fail_63034,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63034_1,-1,36104,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63035,-1,-1,-1,-1,mis_title_63035,target_reward+icon_item_jz_02,mis_sim_63035,mis_acc_63035,mis_desc_63035,7,14232,432,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,113,0,1.0,0,1.0,1035,-1,20232040,-1,-1,-1,-1,mis_fail_63035,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63035_1,-1,36104,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63036,-1,-1,-1,-1,mis_title_63036,target_reward+icon_item_jz_02,mis_sim_63036,mis_acc_63036,mis_desc_63036,2,1004,-1,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,113,0,1.0,0,1.0,1036,-1,20232049,-1,-1,-1,-1,mis_fail_63036,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63036_1,-1,36104,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63041,-1,-1,-1,-1,mis_title_63041,target_reward+icon_item_jz_02,mis_sim_63041,mis_acc_63041,mis_desc_63041,10,28911103,1000200029,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,115,0,1.0,0,1.0,1041,-1,20232005,-1,-1,-1,-1,mis_fail_63041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63041_1,-1,36105,mis_fin_63041_2,-1,36105,mis_fin_63041_3,-1,36105,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63042,-1,-1,-1,-1,mis_title_63042,target_reward+icon_item_jz_02,mis_sim_63042,mis_acc_63042,mis_desc_63042,4,28911013,1000100026,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,115,0,1.0,0,1.0,1042,-1,20232014,-1,-1,-1,-1,mis_fail_63042,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63042_1,-1,36105,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63043,-1,-1,-1,-1,mis_title_63043,target_reward+icon_item_jz_02,mis_sim_63043,mis_acc_63043,mis_desc_63043,7,14241,441,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,115,0,1.0,0,1.0,1043,-1,20232023,-1,-1,-1,-1,mis_fail_63043,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63043_1,-1,36105,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63044,-1,-1,-1,-1,mis_title_63044,target_reward+icon_item_jz_02,mis_sim_63044,mis_acc_63044,mis_desc_63044,1,30108003,1,132,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,115,0,1.0,0,1.0,1044,-1,20232032,-1,-1,-1,-1,mis_fail_63044,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63044_1,-1,36105,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63045,-1,-1,-1,-1,mis_title_63045,target_reward+icon_item_jz_02,mis_sim_63045,mis_acc_63045,mis_desc_63045,7,14242,442,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,115,0,1.0,0,1.0,1045,-1,20232041,-1,-1,-1,-1,mis_fail_63045,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63045_1,-1,36105,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63046,-1,-1,-1,-1,mis_title_63046,target_reward+icon_item_jz_02,mis_sim_63046,mis_acc_63046,mis_desc_63046,2,1005,-1,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,115,0,1.0,0,1.0,1046,-1,20232050,-1,-1,-1,-1,mis_fail_63046,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63046_1,-1,36105,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63051,-1,-1,-1,-1,mis_title_63051,target_reward+icon_item_jz_02,mis_sim_63051,mis_acc_63051,mis_desc_63051,4,28911104,1000400105,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,105,0,1.0,0,1.0,1051,-1,20232006,-1,-1,-1,-1,mis_fail_63051,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63051_1,-1,36106,mis_fin_63051_2,-1,36106,mis_fin_63051_3,-1,36106,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63052,-1,-1,-1,-1,mis_title_63052,target_reward+icon_item_jz_02,mis_sim_63052,mis_acc_63052,mis_desc_63052,4,28911015,1000500016,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,105,0,1.0,0,1.0,1052,-1,20232015,-1,-1,-1,-1,mis_fail_63052,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63052_1,-1,36106,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63053,-1,-1,-1,-1,mis_title_63053,target_reward+icon_item_jz_02,mis_sim_63053,mis_acc_63053,mis_desc_63053,7,14251,451,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,105,0,1.0,0,1.0,1053,-1,20232024,-1,-1,-1,-1,mis_fail_63053,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63053_1,-1,36106,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63054,-1,-1,-1,-1,mis_title_63054,target_reward+icon_item_jz_02,mis_sim_63054,mis_acc_63054,mis_desc_63054,1,30101003,1,132,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,105,0,1.0,0,1.0,1054,-1,20232033,-1,-1,-1,-1,mis_fail_63054,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63054_1,-1,36106,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63055,-1,-1,-1,-1,mis_title_63055,target_reward+icon_item_jz_02,mis_sim_63055,mis_acc_63055,mis_desc_63055,7,14252,452,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,105,0,1.0,0,1.0,1055,-1,20232042,-1,-1,-1,-1,mis_fail_63055,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63055_1,-1,36106,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63056,-1,-1,-1,-1,mis_title_63056,target_reward+icon_item_jz_02,mis_sim_63056,mis_acc_63056,mis_desc_63056,2,1006,-1,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,105,0,1.0,0,1.0,1056,-1,20232051,-1,-1,-1,-1,mis_fail_63056,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63056_1,-1,36106,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63061,-1,-1,-1,-1,mis_title_63061,target_reward+icon_item_jz_02,mis_sim_63061,mis_acc_63061,mis_desc_63061,10,28911105,1000300031,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,118,0,1.0,0,1.0,1061,-1,20232007,-1,-1,-1,-1,mis_fail_63061,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63061_1,-1,36107,mis_fin_63061_2,-1,36107,mis_fin_63061_3,-1,36107,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63062,-1,-1,-1,-1,mis_title_63062,target_reward+icon_item_jz_02,mis_sim_63062,mis_acc_63062,mis_desc_63062,10,28911019,1000400093,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,118,0,1.0,0,1.0,1062,-1,20232016,-1,-1,-1,-1,mis_fail_63062,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63062_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63063,-1,-1,-1,-1,mis_title_63063,target_reward+icon_item_jz_02,mis_sim_63063,mis_acc_63063,mis_desc_63063,7,14261,461,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,118,0,1.0,0,1.0,1063,-1,20232025,-1,-1,-1,-1,mis_fail_63063,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63063_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63064,-1,-1,-1,-1,mis_title_63064,target_reward+icon_item_jz_02,mis_sim_63064,mis_acc_63064,mis_desc_63064,1,30103003,1,132,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,118,0,1.0,0,1.0,1064,-1,20232034,-1,-1,-1,-1,mis_fail_63064,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63064_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63065,-1,-1,-1,-1,mis_title_63065,target_reward+icon_item_jz_02,mis_sim_63065,mis_acc_63065,mis_desc_63065,7,14262,462,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,118,0,1.0,0,1.0,1065,-1,20232043,-1,-1,-1,-1,mis_fail_63065,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63065_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63066,-1,-1,-1,-1,mis_title_63066,target_reward+icon_item_jz_02,mis_sim_63066,mis_acc_63066,mis_desc_63066,2,1007,-1,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,118,0,1.0,0,1.0,1066,-1,20232052,-1,-1,-1,-1,mis_fail_63066,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63066_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63071,-1,-1,-1,-1,mis_title_63071,target_reward+icon_item_jz_02,mis_sim_63071,mis_acc_63071,mis_desc_63071,4,28911106,1000400106,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,112,0,1.0,0,1.0,1071,-1,20232008,-1,-1,-1,-1,mis_fail_63071,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63071_1,-1,36108,mis_fin_63071_2,-1,36108,mis_fin_63071_3,-1,36108,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63072,-1,-1,-1,-1,mis_title_63072,target_reward+icon_item_jz_02,mis_sim_63072,mis_acc_63072,mis_desc_63072,4,28911022,1000500018,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,112,0,1.0,0,1.0,1072,-1,20232017,-1,-1,-1,-1,mis_fail_63072,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63072_1,-1,36108,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63073,-1,-1,-1,-1,mis_title_63073,target_reward+icon_item_jz_02,mis_sim_63073,mis_acc_63073,mis_desc_63073,7,14271,471,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,112,0,1.0,0,1.0,1073,-1,20232026,-1,-1,-1,-1,mis_fail_63073,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63073_1,-1,36108,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63074,-1,-1,-1,-1,mis_title_63074,target_reward+icon_item_jz_02,mis_sim_63074,mis_acc_63074,mis_desc_63074,1,30107003,1,132,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,112,0,1.0,0,1.0,1074,-1,20232035,-1,-1,-1,-1,mis_fail_63074,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63074_1,-1,36108,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63075,-1,-1,-1,-1,mis_title_63075,target_reward+icon_item_jz_02,mis_sim_63075,mis_acc_63075,mis_desc_63075,7,14272,472,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,112,0,1.0,0,1.0,1075,-1,20232044,-1,-1,-1,-1,mis_fail_63075,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63075_1,-1,36108,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63076,-1,-1,-1,-1,mis_title_63076,target_reward+icon_item_jz_02,mis_sim_63076,mis_acc_63076,mis_desc_63076,2,1008,-1,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,112,0,1.0,0,1.0,1076,-1,20232053,-1,-1,-1,-1,mis_fail_63076,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63076_1,-1,36108,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63081,-1,-1,-1,-1,mis_title_63081,target_reward+icon_item_jz_02,mis_sim_63081,mis_acc_63081,mis_desc_63081,4,28911107,1000200030,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,1081,-1,20232009,-1,-1,-1,-1,mis_fail_63081,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63081_1,-1,36109,mis_fin_63081_2,-1,36109,mis_fin_63081_3,-1,36109,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63082,-1,-1,-1,-1,mis_title_63082,target_reward+icon_item_jz_02,mis_sim_63082,mis_acc_63082,mis_desc_63082,10,28911026,1000100027,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,1082,-1,20232018,-1,-1,-1,-1,mis_fail_63082,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63082_1,-1,36109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63083,-1,-1,-1,-1,mis_title_63083,target_reward+icon_item_jz_02,mis_sim_63083,mis_acc_63083,mis_desc_63083,7,14281,481,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,1083,-1,20232027,-1,-1,-1,-1,mis_fail_63083,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63083_1,-1,36109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63084,-1,-1,-1,-1,mis_title_63084,target_reward+icon_item_jz_02,mis_sim_63084,mis_acc_63084,mis_desc_63084,1,30109003,1,132,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,1084,-1,20232036,-1,-1,-1,-1,mis_fail_63084,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63084_1,-1,36109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63085,-1,-1,-1,-1,mis_title_63085,target_reward+icon_item_jz_02,mis_sim_63085,mis_acc_63085,mis_desc_63085,7,14282,482,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,1085,-1,20232045,-1,-1,-1,-1,mis_fail_63085,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63085_1,-1,36109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
63086,-1,-1,-1,-1,mis_title_63086,target_reward+icon_item_jz_02,mis_sim_63086,mis_acc_63086,mis_desc_63086,2,1009,-1,-1,-1,0,13,1,-1,-1,1,-1,-1,-1,-1,-1,120,0,1.0,0,1.0,1086,-1,20232054,-1,-1,-1,-1,mis_fail_63086,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_63086_1,-1,36109,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
64001,-1,-1,-1,-1,mis_title_64001,target_reward+icon_item_xy,mis_sim_64001,"",mis_desc_64001,9,128,1017,128,-1,0,10,1,-1,-1,-1,1,0,-1,1,-1,-1,0,0.0,0,0.0,-1,-1,-1,-1,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
64002,64001,-1,-1,-1,mis_title_64002,target_reward+icon_item_xy,mis_sim_64002,"",mis_desc_64002,7,12701,121,128,-1,0,10,1,-1,-1,-1,1,1,-1,1,-1,-1,0,0.8,0,0.8,-1,-1,29910008,20121003,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
64003,64002,-1,-1,-1,mis_title_64003,target_reward+icon_item_xy,mis_sim_64003,"",mis_desc_64003,7,12702,122,128,-1,0,10,1,-1,-1,-1,1,2,-1,1,-1,-1,0,0.88,0,0.88,-1,-1,29910008,20121003,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
64004,64003,-1,-1,-1,mis_title_64004,target_reward+icon_item_xy,mis_sim_64004,"",mis_desc_64004,7,12703,123,128,-1,0,10,1,-1,-1,-1,1,3,-1,1,-1,-1,0,0.96,0,0.96,-1,-1,29910008,20121003,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
64005,64004,-1,-1,-1,mis_title_64005,target_reward+icon_item_xy,mis_sim_64005,"",mis_desc_64005,7,12704,124,128,-1,0,10,1,-1,-1,-1,1,4,-1,1,-1,-1,0,1.04,0,1.04,-1,-1,29910008,20121003,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
64006,64005,-1,-1,-1,mis_title_64006,target_reward+icon_item_xy,mis_sim_64006,"",mis_desc_64006,7,12705,125,128,-1,0,10,1,-1,-1,-1,1,5,-1,1,-1,-1,0,1.12,0,1.12,-1,-1,29910008,20121003,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
