id,name,note,desc,not,type,weapon_type,icon,res,color,level_limit,equip_level,gem_slot_count,race_limit,prof_limit,talent_limit,init_durable,suit_group_id,property_effect.skill,property_effect.endurance,property_effect.physical_strength,property_effect.agile,property_effect.intelligence,property_effect.spirit,property_effect.hp,property_effect.physical_attack,property_effect.magic_attack,property_effect.physical_armor,property_effect.magic_armor,property_effect.critical,property_effect.toughness,property_effect.accurate,property_effect.dodge,property_effect.move_speed,property_effect.attack_speed,strength_type,strength_value
12610076,equip_name_12610076,尖刺链甲便鞋,equip_detail_12610076,20级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,22,27,1,0,1|8,0,50,-1,-1,7,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,magic_armor,3.0
12610077,equip_name_12610077,亮鳞战靴,equip_detail_12610077,20级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,22,27,1,0,1|8,0,50,-1,-1,7,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,magic_armor,3.0
12610078,equip_name_12610078,银丝战靴,equip_detail_12610078,20级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,22,27,1,0,4|6|7,0,50,-1,-1,7,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,magic_armor,3.0
12610079,equip_name_12610079,黑暗之靴,equip_detail_12610079,20级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,23,28,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,magic_armor,3.0
12610080,equip_name_12610080,贤者战靴,equip_detail_12610080,20级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,23,28,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,magic_armor,3.0
12610081,equip_name_12610081,蛛丝便鞋,equip_detail_12610081,20级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,23,28,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,magic_armor,3.0
12610082,equip_name_12610082,斥候便鞋,equip_detail_12610082,20级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,23,28,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,magic_armor,3.0
12610083,equip_name_12610083,粗鲁长靴,equip_detail_12610083,20级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,23,28,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,magic_armor,3.0
12610084,equip_name_12610084,苔原长靴,equip_detail_12610084,20级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,23,28,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,magic_armor,3.0
12610085,equip_name_12610085,僧侣之靴,equip_detail_12610085,20级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,23,28,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,magic_armor,3.0
12610086,equip_name_12610086,唤雨者长靴,equip_detail_12610086,20级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,24,29,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,magic_armor,3.0
12610087,equip_name_12610087,铸铁战靴,equip_detail_12610087,20级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,24,29,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,magic_armor,3.0
12610088,equip_name_12610088,屠杀者便鞋,equip_detail_12610088,20级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,24,29,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,magic_armor,3.0
12610089,equip_name_12610089,野兽足垫,equip_detail_12610089,20级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,22,27,1,0,2|3|5|9,0,50,-1,-1,7,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,magic_armor,3.0
12610090,equip_name_12610090,灰色长靴,equip_detail_12610090,20级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,24,29,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,magic_armor,3.0
12610091,equip_name_12610091,绿铁战靴,equip_detail_12610091,20级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,24,29,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,magic_armor,3.0
12610092,equip_name_12610092,沃瑞尔的靴子,equip_detail_12610092,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,25,30,1,0,2|3|5|9,0,55,-1,-1,8,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,magic_armor,3.0
12610093,equip_name_12610093,开拓者长靴,equip_detail_12610093,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,25,30,1,0,2|3|5|9,0,55,-1,-1,8,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,magic_armor,3.0
12610094,equip_name_12610094,枪骑兵战靴,equip_detail_12610094,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,25,30,1,0,2|3|5|9,0,55,-1,-1,8,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,magic_armor,3.0
12610095,equip_name_12610095,拓荒者足垫,equip_detail_12610095,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,25,30,1,0,2|3|5|9,0,55,-1,-1,8,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,magic_armor,3.0
12610096,equip_name_12610096,纹饰战靴,equip_detail_12610096,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,25,30,1,0,2|3|5|9,0,55,-1,-1,8,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,magic_armor,3.0
12610097,equip_name_12610097,弹力长靴,equip_detail_12610097,30级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,26,31,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,magic_armor,3.0
12610098,equip_name_12610098,耐用长靴,equip_detail_12610098,30级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,26,31,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,magic_armor,3.0
12610099,equip_name_12610099,妖鬼长靴,equip_detail_12610099,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,26,31,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,magic_armor,3.0
12610100,equip_name_12610100,生锈的锁甲战靴,equip_detail_12610100,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,28,33,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,magic_armor,3.0
12610101,equip_name_12610101,邪恶链甲长靴,equip_detail_12610101,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,26,31,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,magic_armor,3.0
12610102,equip_name_12610102,缀鳞皮甲长靴,equip_detail_12610102,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,26,31,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,magic_armor,3.0
12610103,equip_name_12610103,微光锁甲胫甲,equip_detail_12610103,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,26,31,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,magic_armor,3.0
12610104,equip_name_12610104,蓟皮便鞋,equip_detail_12610104,30级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,27,32,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,magic_armor,3.0
12610105,equip_name_12610105,厚鳞马靴,equip_detail_12610105,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,27,32,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,magic_armor,3.0
12610106,equip_name_12610106,痛击之靴,equip_detail_12610106,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,27,32,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,magic_armor,3.0
12610107,equip_name_12610107,凶残长靴,equip_detail_12610107,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,27,32,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,magic_armor,3.0
12610108,equip_name_12610108,镶带长靴,equip_detail_12610108,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,27,32,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,magic_armor,3.0
12610109,equip_name_12610109,侏儒机械人操作靴,equip_detail_12610109,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,28,33,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,magic_armor,3.0
12610110,equip_name_12610110,劫掠者长靴,equip_detail_12610110,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,28,33,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,magic_armor,3.0
12610111,equip_name_12610111,间谍之靴,equip_detail_12610111,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,28,33,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,magic_armor,3.0
12610112,equip_name_12610112,长者之靴,equip_detail_12610112,30级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,28,33,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,magic_armor,3.0
12610113,equip_name_12610113,夜空长靴,equip_detail_12610113,30级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,29,34,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,magic_armor,3.0
12610114,equip_name_12610114,重装步兵战靴,equip_detail_12610114,30级装备,7,-1,equip_level_20+equip_20_zhanshi_xuezi,55,2,29,34,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,magic_armor,3.0
12610115,equip_name_12610115,猎头者便鞋,equip_detail_12610115,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,29,34,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,magic_armor,3.0
12610116,equip_name_12610116,徽记战靴,equip_detail_12610116,30级装备,7,-1,equip_level_20+equip_20_lieren_xuezi,56,2,29,34,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,magic_armor,3.0
12610117,equip_name_12610117,活力长靴,equip_detail_12610117,30级装备,7,-1,equip_level_20+equip_20_fashi_xuezi,57,2,29,34,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,magic_armor,3.0
12610118,equip_name_12610118,附魔师长靴,equip_detail_12610118,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,30,35,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,magic_armor,3.0
12610119,equip_name_12610119,石布长靴,equip_detail_12610119,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,30,35,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,magic_armor,3.0
12610120,equip_name_12610120,咒术师之鞋,equip_detail_12610120,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,30,35,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,magic_armor,3.0
12610121,equip_name_12610121,军用锁甲战靴,equip_detail_12610121,30级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,30,35,1,0,1|8,0,60,-1,-1,10,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,magic_armor,3.0
12610122,equip_name_12610122,鬼行者战靴,equip_detail_12610122,30级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,59,2,30,35,1,0,5|9,0,60,-1,-1,10,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,magic_armor,3.0
12610123,equip_name_12610123,踏泥草靴,equip_detail_12610123,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,31,36,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,magic_armor,3.0
12610124,equip_name_12610124,变节者之靴,equip_detail_12610124,30级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,31,36,1,0,1|8,0,60,-1,-1,10,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,magic_armor,3.0
12610125,equip_name_12610125,野人铁靴,equip_detail_12610125,30级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,31,36,1,0,2|3,0,60,-1,-1,10,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,magic_armor,3.0
12610126,equip_name_12610126,射手之靴,equip_detail_12610126,30级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,31,36,1,0,2|3,0,60,-1,-1,10,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,magic_armor,3.0
12610127,equip_name_12610127,持久长靴,equip_detail_12610127,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,31,36,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,magic_armor,3.0
12610128,equip_name_12610128,耐久战靴,equip_detail_12610128,30级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,32,37,1,0,2|3,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610129,equip_name_12610129,丛林行者便鞋,equip_detail_12610129,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,32,37,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610130,equip_name_12610130,地卜师长靴,equip_detail_12610130,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,32,37,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610131,equip_name_12610131,精钢战靴,equip_detail_12610131,30级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,32,37,1,0,1|8,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610132,equip_name_12610132,卫戍战靴,equip_detail_12610132,30级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,32,37,1,0,2|3,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610133,equip_name_12610133,骑士战靴,equip_detail_12610133,30级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,32,37,1,0,1|8,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610134,equip_name_12610134,微光战靴,equip_detail_12610134,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,32,37,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610135,equip_name_12610135,鹰眼轻鞋,equip_detail_12610135,30级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,59,2,32,37,1,0,5|9,0,60,-1,-1,10,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,magic_armor,3.0
12610136,equip_name_12610136,灰丝长靴,equip_detail_12610136,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,33,38,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,magic_armor,3.0
12610137,equip_name_12610137,科多兽窃贼之靴,equip_detail_12610137,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,33,38,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,magic_armor,3.0
12610138,equip_name_12610138,掠夺者战靴,equip_detail_12610138,30级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,33,38,1,0,2|3,0,60,-1,-1,10,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,magic_armor,3.0
12610139,equip_name_12610139,矿工践踏靴,equip_detail_12610139,30级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,59,2,33,38,1,0,5|9,0,60,-1,-1,10,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,magic_armor,3.0
12610140,equip_name_12610140,极光战靴,equip_detail_12610140,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,33,38,1,0,4|6|7,0,60,-1,-1,10,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,magic_armor,3.0
12610141,equip_name_12610141,火壳马靴,equip_detail_12610141,30级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,34,39,1,0,2|3,0,60,-1,-1,11,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,magic_armor,3.0
12610142,equip_name_12610142,翼展长靴,equip_detail_12610142,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,34,39,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,magic_armor,3.0
12610143,equip_name_12610143,主将战靴,equip_detail_12610143,30级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,34,39,1,0,1|8,0,60,-1,-1,11,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,magic_armor,3.0
12610144,equip_name_12610144,狡诈长靴,equip_detail_12610144,30级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,59,2,34,39,1,0,5|9,0,60,-1,-1,11,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,magic_armor,3.0
12610145,equip_name_12610145,秘文战靴,equip_detail_12610145,30级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,59,2,34,39,1,0,5|9,0,60,-1,-1,11,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,magic_armor,3.0
12610146,equip_name_12610146,丝沙长靴,equip_detail_12610146,30级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,34,39,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,magic_armor,3.0
12610147,equip_name_12610147,螳螂之靴,equip_detail_12610147,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,35,40,1,0,4|6|7,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610148,equip_name_12610148,恶棍之靴,equip_detail_12610148,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,35,40,1,0,4|6|7,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610149,equip_name_12610149,金鳞战靴,equip_detail_12610149,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,35,40,1,0,2|3,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610150,equip_name_12610150,女巫便鞋,equip_detail_12610150,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,35,40,1,0,4|6|7,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610151,equip_name_12610151,矛骑兵胫甲,equip_detail_12610151,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,35,40,1,0,1|8,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610152,equip_name_12610152,狂战士之靴,equip_detail_12610152,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,35,40,1,0,2|3,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610153,equip_name_12610153,猎户长靴,equip_detail_12610153,40级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,63,2,35,40,1,0,5|9,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610154,equip_name_12610154,盐石马靴,equip_detail_12610154,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,35,40,1,0,1|8,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610155,equip_name_12610155,丛林长靴,equip_detail_12610155,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,35,40,1,0,1|8,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610156,equip_name_12610156,纳特·帕格的超级钓鱼靴,equip_detail_12610156,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,35,40,1,0,4|6|7,0,65,-1,-1,11,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,magic_armor,3.0
12610157,equip_name_12610157,黑雾长靴,equip_detail_12610157,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,36,41,1,0,4|6|7,0,65,-1,-1,11,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,magic_armor,3.0
12610158,equip_name_12610158,坚定战靴,equip_detail_12610158,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,36,41,1,0,2|3,0,65,-1,-1,11,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,magic_armor,3.0
12610159,equip_name_12610159,君主长靴,equip_detail_12610159,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,36,41,1,0,4|6|7,0,65,-1,-1,11,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,magic_armor,3.0
12610160,equip_name_12610160,野战板甲战靴,equip_detail_12610160,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,36,41,1,0,1|8,0,65,-1,-1,11,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,magic_armor,3.0
12610161,equip_name_12610161,鲁恩乌的长靴,equip_detail_12610161,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,36,41,1,0,1|8,0,65,-1,-1,11,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,magic_armor,3.0
12610162,equip_name_12610162,刨花皮靴,equip_detail_12610162,40级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,63,2,36,41,1,0,5|9,0,65,-1,-1,11,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,magic_armor,3.0
12610163,equip_name_12610163,午夜轻鞋,equip_detail_12610163,40级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,63,2,36,41,1,0,5|9,0,65,-1,-1,11,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,magic_armor,3.0
12610164,equip_name_12610164,暗矛之鞋,equip_detail_12610164,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,37,42,1,0,4|6|7,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610165,equip_name_12610165,暗矛之靴,equip_detail_12610165,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,37,42,1,0,2|3,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610166,equip_name_12610166,雕花板甲战靴,equip_detail_12610166,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,37,42,1,0,1|8,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610167,equip_name_12610167,破坏者便鞋,equip_detail_12610167,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,37,42,1,0,2|3,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610168,equip_name_12610168,上尉战靴,equip_detail_12610168,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,37,42,1,0,2|3,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610169,equip_name_12610169,典狱官软靴,equip_detail_12610169,40级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,63,2,37,42,1,0,5|9,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610170,equip_name_12610170,游侠战靴,equip_detail_12610170,40级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,63,2,37,42,1,0,5|9,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610171,equip_name_12610171,银月便鞋,equip_detail_12610171,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,37,42,1,0,4|6|7,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610172,equip_name_12610172,符记胫甲,equip_detail_12610172,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,37,42,1,0,1|8,0,65,-1,-1,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,magic_armor,3.0
12610173,equip_name_12610173,玛哈林之靴,equip_detail_12610173,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,38,43,1,0,4|6|7,0,65,-1,-1,12,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,magic_armor,3.0
12610174,equip_name_12610174,雾纹战靴,equip_detail_12610174,40级装备,7,-1,equip_level_30+equip_30_fashi_xuezi,60,2,38,43,1,0,4|6|7,0,65,-1,-1,12,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,magic_armor,3.0
12610175,equip_name_12610175,跨山长靴,equip_detail_12610175,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,38,43,1,0,1|8,0,65,-1,-1,12,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,magic_armor,3.0
12610176,equip_name_12610176,战争使者马靴,equip_detail_12610176,40级装备,7,-1,equip_level_30+equip_30_zhanshi_xuezi,58,2,38,43,1,0,1|8,0,65,-1,-1,12,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,magic_armor,3.0
12610177,equip_name_12610177,军旅战靴,equip_detail_12610177,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,38,43,1,0,2|3,0,65,-1,-1,12,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,magic_armor,3.0
12610178,equip_name_12610178,帝王皮靴,equip_detail_12610178,40级装备,7,-1,equip_level_30+equip_30_daozei_xuezi,63,2,38,43,1,0,5|9,0,65,-1,-1,12,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,magic_armor,3.0
12610179,equip_name_12610179,远古胫甲,equip_detail_12610179,40级装备,7,-1,equip_level_30+equip_30_lieren_xuezi,59,2,39,44,1,0,2|3,0,65,-1,-1,12,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,magic_armor,3.0
