id,name,note,description,,client_res_id,monster_class,icon,resource,scale,radius,life_time,npc_type,monster_type,rage_time,level,attack_type,display_type,adapt_group,,,,,,,,,,,,,,,exp_drop,gold_drop,battle_info.endurance,battle_info.physical_strength,battle_info.agile,battle_info.intelligence,battle_info.spirit,battle_info.hp,battle_info.physical_attack,battle_info.magic_attack,battle_info.physical_armor,battle_info.magic_armor,battle_info.critical,battle_info.toughness,battle_info.accurate,battle_info.dodge,battle_info.move_speed,battle_info.attack_speed,battle_info.skill,ai_strategy,skill_ids_0,skill_ids_1,skill_ids_2,skill_ids_3,skill_ids_4,skill_ids_5,skill_ids_6,skill_ids_7,skill_ids_8,skill_ids_9,MainWeapon,ViceWeapon,Helmet,Shoulder,Chest,Manteau,Arm,Shoe
40046,monster_name_40046,赫洛德,"",英雄试炼,30185,40046,player_head_ka+player_head_ka_chenyu,NULL,1.0,1.0,0,1,2,0,34,1,-1,-1,44,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,456,310,310,310,310,27285,5513,5513,959,959,543,543,652,543,4000,4000,-1,-1,210840,210841,-1,-1,-1,-1,-1,-1,-1,-1,res/model/weapon03.model+weapon03,"",res/model/chenyu_30.model,res/model/chenyu_30.model,res/model/chenyu_30.model,res/model/chenyu_30.model,res/model/chenyu_30.model,res/model/chenyu_30.model
40047,monster_name_40047,大检察官法尔班克斯,"",英雄试炼,30070,40047,monster_head_10+monster_head_aofashi,NULL,1.5,1.0,0,1,2,0,34,1,-1,-1,46,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,503,343,343,343,343,20519,6231,6231,1090,1090,605,605,725,605,4000,4000,-1,-1,210011,210012,210010,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40048,monster_name_40048,大检察官怀特迈恩,"",英雄试炼,30025,40048,monster_head_10+monster_head_zhongnaihuaite,NULL,1.5,1.0,0,1,2,0,34,1,-1,-1,48,7,1,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,518,353,353,353,353,21008,7653,7653,1113,1113,618,618,742,618,4000,4000,-1,-1,210250,210251,210252,210253,210254,-1,-1,-1,-1,-1,"","","","","","","",""
40049,monster_name_40049,血色十字军指挥官莫格莱尼,"",英雄试炼,30026,40049,monster_head_10+monster_head_mogelaien,NULL,1.5,1.0,0,1,2,0,34,1,-1,-1,56,4,2,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,699,482,482,482,482,22947,6721,6721,1657,1657,864,864,1037,864,4000,4000,-1,-1,210260,210261,210262,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40050,monster_name_40050,图特卡什,"",英雄试炼,30037,40050,monster_head_10+monster_head_mayiwang,NULL,1.5,1.0,0,1,2,0,35,1,-1,-1,45,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,496,338,338,338,338,30412,6157,6157,1079,1079,598,598,717,598,4000,4000,-1,-1,210370,210371,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40051,monster_name_40051,火眼莫德雷斯,"",英雄试炼,30160,40051,monster_head_20+monster_head_dakulou,NULL,1.5,1.0,0,1,2,0,35,1,-1,-1,58,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,717,494,494,494,494,23377,5704,5704,1682,1682,878,878,1053,878,4000,4000,-1,-1,210980,210981,210982,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40052,monster_name_40052,暴食者,"",英雄试炼,30033,40052,monster_head_10+monster_head_baoshizhe,NULL,1.0,0.8,0,1,2,0,35,1,-1,-1,46,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,503,343,343,343,343,30779,6231,6231,1090,1090,605,605,725,605,4000,4000,-1,-1,210330,210331,210332,210333,210334,210335,210336,-1,-1,-1,"","","","","","","",""
40053,monster_name_40053,拉戈斯诺特,"",英雄试炼,30098,40053,monster_head_10+monster_head_yezhurensaman,NULL,1.5,1.0,0,1,2,0,35,1,-1,-1,50,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,611,419,419,419,419,26352,6015,6015,1428,1428,764,764,916,764,4000,4000,-1,-1,210281,210282,210433,210435,210436,-1,-1,-1,-1,-1,"","","","","","","",""
40054,monster_name_40054,寒冰之王亚门纳尔,"",英雄试炼,30032,40054,monster_head_10+monster_head_hanbingwangzi,NULL,1.5,1.0,0,1,2,0,35,1,-1,-1,47,6,1,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,511,348,348,348,348,31145,7565,7565,1101,1101,611,611,734,611,4000,4000,-1,-1,210320,210321,210322,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40055,monster_name_40055,鲁维罗什,"",英雄试炼,30060,40055,monster_head_10+monster_head_luluosi,NULL,1.5,1.0,0,1,2,0,36,1,-1,-1,31,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,282,192,192,192,192,42534,6454,6454,548,548,323,323,388,323,4000,4000,-1,-1,210630,210631,210632,210633,210634,210635,210636,-1,-1,-1,"","","","","","","",""
40056,monster_name_40056,艾隆纳亚,"",英雄试炼,30063,40056,monster_head_20+monster_head_nvjuren,NULL,4.0,2.0,0,1,2,0,36,1,-1,-1,48,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,518,353,353,353,353,31512,6377,6377,1113,1113,618,618,742,618,4000,4000,-1,-1,210640,210641,210642,210643,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40057,monster_name_40057,远古巨石卫士,"",英雄试炼,30159,40057,monster_head_20+monster_head_shitouguai,NULL,1.0,3.0,0,1,2,0,36,1,-1,-1,52,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,629,431,431,431,431,26913,6141,6141,1453,1453,777,777,932,777,4000,4000,-1,-1,210970,210971,210972,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40058,monster_name_40058,加加恩·火锤,"",英雄试炼,30059,40058,monster_head_20+monster_head_engesijiangjun,NULL,1.5,1.0,0,1,2,0,36,1,-1,-1,49,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,526,358,358,358,358,31879,6451,6451,1124,1124,625,625,750,625,4000,4000,-1,-1,210620,210621,210622,210623,210624,-1,-1,-1,-1,-1,"","","","","","","",""
40059,monster_name_40059,格瑞姆洛克,"",英雄试炼,30120,40059,monster_head_10+monster_head_luluosi,NULL,1.5,1.0,0,1,2,0,36,1,-1,-1,32,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,288,196,196,196,196,43370,6579,6579,558,558,330,330,396,330,4000,4000,-1,-1,210630,210631,210632,210633,210634,210635,210636,-1,-1,-1,"","","","","","","",""
40060,monster_name_40060,阿扎达斯,"",英雄试炼,30133,40060,monster_head_20+monster_head_shanggujuren,NULL,1.5,1.5,0,1,2,0,36,1,-1,-1,54,5,2,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,647,443,443,443,443,27475,7521,7521,1477,1477,791,791,949,791,4000,4000,-1,-1,210730,210731,210732,210733,210734,-1,-1,-1,-1,-1,"","","","","","","",""
40061,monster_name_40061,安图苏尔,"",英雄试炼,30053,40061,monster_head_20+monster_head_anyingjisi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,33,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,294,200,200,200,200,44207,6704,6704,568,568,337,337,404,337,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40062,monster_name_40062,殉教者塞卡,"",英雄试炼,30050,40062,monster_head_20+monster_head_wuyi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,34,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,300,204,204,204,204,45043,6830,6830,578,578,344,344,412,344,4000,4000,-1,-1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40063,monster_name_40063,巫医祖穆拉恩,"",英雄试炼,30050,40063,monster_head_20+monster_head_wuyi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,56,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,699,482,482,482,482,30596,7001,7001,1657,1657,864,864,1037,864,4000,4000,-1,-1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40064,monster_name_40064,沙怒刽子手,"",英雄试炼,30053,40064,monster_head_20+monster_head_anyingjisi,NULL,1.0,1.0,0,1,2,0,37,1,-1,-1,41,8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,434,295,295,295,295,34927,7942,7942,926,926,523,523,627,523,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40065,monster_name_40065,耐克鲁姆,"",英雄试炼,30050,40065,monster_head_20+monster_head_wuyi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,58,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,717,494,494,494,494,31169,7130,7130,1682,1682,878,878,1053,878,4000,4000,-1,-1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40066,monster_name_40066,暗影祭司塞瑟斯,"",英雄试炼,30053,40066,monster_head_20+monster_head_anyingjisi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,42,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,441,300,300,300,300,35411,8051,8051,937,937,530,530,635,530,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40067,monster_name_40067,布莱中士,"",英雄试炼,30024,40067,monster_head_10+monster_head_zhihuiguan,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,50,7,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,611,419,419,419,419,26352,7485,7485,1999,1428,764,764,764,764,4000,4000,-1,-1,210240,210241,210242,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40068,monster_name_40068,泽雷利斯,"",英雄试炼,30006,40068,monster_head_10+monster_head_pisasi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,43,8,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,449,305,305,305,305,35896,8160,8160,948,948,536,536,644,536,4000,4000,-1,-1,210050,210051,210052,210053,210054,-1,-1,-1,-1,-1,"","","","","","","",""
40069,monster_name_40069,水占师维蕾萨,"",英雄试炼,30009,40069,monster_head_10+monster_head_xiannvlong,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,44,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,456,310,310,310,310,36380,8269,8269,959,959,543,543,652,543,4000,4000,-1,-1,210080,210082,210083,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40070,monster_name_40070,加兹瑞拉,"",英雄试炼,30021,40070,monster_head_10+monster_head_jiasairuila,NULL,1.0,1.0,0,1,2,0,37,1,-1,-1,52,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,629,431,431,431,431,26913,8189,8189,1453,1453,777,777,932,777,4000,4000,-1,-1,210210,210211,210210,210213,210214,-1,-1,-1,-1,-1,"","","","","","","",""
40071,monster_name_40071,卢兹鲁,"",英雄试炼,30050,40071,monster_head_20+monster_head_wuyi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,54,7,2,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,647,443,443,443,443,27475,10028,10028,1477,1477,791,791,949,791,4000,4000,-1,-1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40072,monster_name_40072,乌克兹·沙顶,"",英雄试炼,30050,40072,monster_head_20+monster_head_wuyi,NULL,1.0,0.5,0,1,2,0,37,1,-1,-1,60,4,2,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,857,591,591,591,591,29783,8720,8720,2189,2189,1104,1104,1325,1104,4000,4000,-1,-1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40073,monster_name_40073,诺克赛恩,"",英雄试炼,30149,40073,monster_head_20+monster_head_shuiyuansu,NULL,1.5,1.0,0,1,2,0,38,1,-1,-1,62,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,879,606,606,606,606,30311,7393,7393,2219,2219,1119,1119,1343,1119,4000,4000,-1,-1,210900,210901,210902,210903,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40074,monster_name_40074,锐刺鞭笞者,"",英雄试炼,30020,40074,monster_head_10+monster_head_jiancibiandazhe,NULL,1.5,1.0,0,1,2,0,38,1,-1,-1,50,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,611,419,419,419,419,39527,8020,8020,1428,1428,764,764,916,764,4000,4000,-1,-1,210200,210201,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40075,monster_name_40075,维利塔恩,"",英雄试炼,30122,40075,monster_head_20+monster_head_bianxingzhe,NULL,1.5,1.0,0,1,2,0,38,1,-1,-1,35,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,387,262,262,262,262,55427,8387,8387,691,691,386,386,464,386,4000,4000,-1,-1,210650,210652,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40076,monster_name_40076,收割者麦什洛克,"",英雄试炼,30023,40076,monster_head_10+monster_head_yongshengzhe,NULL,1.5,3.0,0,1,2,0,38,1,-1,-1,64,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,901,621,621,621,621,30839,7520,7520,2250,2250,1134,1134,1361,1134,4000,4000,-1,-1,210230,210231,210232,210233,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40077,monster_name_40077,被诅咒的塞雷布拉斯,"",英雄试炼,30127,40077,monster_head_20+monster_head_shuyao,NULL,1.5,1.0,0,1,2,0,38,1,-1,-1,51,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,620,425,425,425,425,39949,8104,8104,1440,1440,770,770,924,770,4000,4000,-1,-1,210670,210671,210673,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40078,monster_name_40078,兰斯利德,"",英雄试炼,30123,40078,monster_head_20+monster_head_bingjuren,NULL,1.5,1.0,0,1,2,0,38,1,-1,-1,52,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,629,431,431,431,431,40370,8189,8189,1453,1453,777,777,932,777,4000,4000,-1,-1,210230,210231,210232,210233,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40079,monster_name_40079,工匠吉兹洛克,"",英雄试炼,30036,40079,monster_head_10+monster_head_dijing,NULL,1.5,1.0,0,1,2,0,38,1,-1,-1,36,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,394,267,267,267,267,56386,8531,8531,702,702,393,393,472,393,4000,4000,-1,-1,210360,210361,210362,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40080,monster_name_40080,洛特格里普,"",英雄试炼,30152,40080,monster_head_20+monster_head_eyu,NULL,1.5,4.0,0,1,2,0,38,1,-1,-1,53,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,638,437,437,437,437,40791,8273,8273,1465,1465,784,784,941,784,4000,4000,-1,-1,210950,210951,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40081,monster_name_40081,瑟莱德丝公主,"",英雄试炼,30132,40081,monster_head_20+monster_head_maladegongzhu,NULL,2.0,1.0,0,1,2,0,38,1,-1,-1,54,6,2,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,647,443,443,443,443,41213,10028,10028,1477,1477,791,791,949,791,4000,4000,-1,-1,210720,210721,210722,210723,210724,-1,-1,-1,-1,-1,"","","","","","","",""
40082,monster_name_40082,米杉,"",英雄试炼,30053,40082,monster_head_20+monster_head_anyingjisi,NULL,1.5,1.0,0,1,2,0,39,1,-1,-1,37,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,402,272,272,272,272,57344,8675,8675,713,713,400,400,480,400,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40083,monster_name_40083,祖罗尔,"",英雄试炼,30053,40083,monster_head_20+monster_head_anyingjisi,NULL,1.5,1.0,0,1,2,0,39,1,-1,-1,45,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,496,338,338,338,338,40550,9236,9236,1079,1079,717,598,598,598,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40084,monster_name_40084,胡库,"",英雄试炼,30053,40084,monster_head_20+monster_head_anyingjisi,NULL,1.5,1.0,0,1,2,0,39,1,-1,-1,46,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,503,343,343,343,343,41038,9346,9346,1090,1090,605,605,725,605,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40085,monster_name_40085,洛若尔,"",英雄试炼,30053,40085,monster_head_20+monster_head_anyingjisi,NULL,1.5,1.0,0,1,2,0,39,1,-1,-1,38,9,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,409,277,277,277,277,58303,8231,8231,1014,724,407,407,407,407,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40086,monster_name_40086,加什尔,"",英雄试炼,30053,40086,monster_head_20+monster_head_anyingjisi,NULL,1.5,1.0,0,1,2,0,39,1,-1,-1,56,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,699,482,482,482,482,30596,9334,9334,1657,1657,864,864,1037,864,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40087,monster_name_40087,祖罗,"",英雄试炼,30053,40087,monster_head_20+monster_head_anyingjisi,NULL,1.5,1.0,0,1,2,0,39,1,-1,-1,47,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,511,348,348,348,348,41527,9456,9456,1101,1101,611,611,734,611,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40088,monster_name_40088,阿塔拉利恩,"",英雄试炼,30169,40088,monster_head_20+monster_head_pangjumo,NULL,1.0,1.0,0,1,2,0,39,1,-1,-1,39,9,2,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,417,282,282,282,282,59262,10755,10755,735,735,413,413,496,413,4000,4000,-1,-1,211070,211071,211072,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40089,monster_name_40089,德姆塞卡尔,"",英雄试炼,30137,40089,monster_head_10+monster_head_dulong,NULL,1.5,1.0,0,1,2,0,40,1,-1,-1,48,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,518,353,353,353,353,42016,9566,9566,1113,1113,618,618,742,618,4000,4000,-1,-1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40090,monster_name_40090,德拉维沃尔,"",英雄试炼,30137,40090,monster_head_10+monster_head_dulong,NULL,1.5,1.0,0,1,2,0,40,1,-1,-1,58,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,717,494,494,494,494,31169,9506,9506,1682,1682,878,878,1053,878,4000,4000,-1,-1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40091,monster_name_40091,哈卡的化身,"",英雄试炼,30130,40091,monster_head_20+monster_head_hakahuashen,NULL,1.5,1.0,0,1,2,0,40,1,-1,-1,66,4,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,927,642,642,642,642,33214,8116,8116,2457,2457,1465,1221,1221,1221,4000,4000,-1,-1,210700,210701,210703,210704,210705,-1,-1,-1,-1,-1,"","","","","","","",""
40092,monster_name_40092,可悲的奥戈姆,"",英雄试炼,30053,40092,monster_head_20+monster_head_anyingjisi,NULL,1.5,1.0,0,1,2,0,40,1,-1,-1,49,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,526,358,358,358,358,42505,9676,9676,1124,1124,750,625,625,625,4000,4000,-1,-1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40093,monster_name_40093,预言者迦玛兰,"",英雄试炼,30050,40093,monster_head_20+monster_head_wuyi,NULL,1.5,1.0,0,1,2,0,40,1,-1,-1,68,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,949,657,657,657,657,33751,8245,8245,2488,2488,1236,1236,1483,1236,4000,4000,-1,-1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40094,monster_name_40094,摩弗拉斯,"",英雄试炼,30137,40094,monster_head_10+monster_head_dulong,NULL,1.5,3.0,0,1,2,0,40,1,-1,-1,55,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,690,476,476,476,476,45465,9249,9249,1644,1644,857,857,1029,857,4000,4000,-1,-1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40095,monster_name_40095,哈扎斯,"",英雄试炼,30137,40095,monster_head_10+monster_head_dulong,NULL,1.5,3.0,0,1,2,0,40,1,-1,-1,56,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,699,482,482,482,482,45895,9334,9334,1657,1657,864,864,1037,864,4000,4000,-1,-1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40096,monster_name_40096,伊兰尼库斯的阴影,"",英雄试炼,30173,40096,monster_head_40+monster_head_lvlong,NULL,1.5,3.0,0,1,2,0,40,1,-1,-1,60,5,7,1.0,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,857,591,591,591,591,39710,10900,10900,2189,2189,1325,1104,1104,1104,4000,4000,-1,-1,211010,211011,211012,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40097,monster_name_40097,洛考尔,"",英雄试炼,30128,40097,monster_head_20+monster_head_luokaoer,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,57,6,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,708,488,488,488,488,46324,9420,9420,1669,1669,871,871,1045,871,4000,4000,-1,-1,210680,210681,210682,210683,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40098,monster_name_40098,审讯官格斯塔恩,"",英雄试炼,30025,40098,monster_head_10+monster_head_zhongnaihuaite,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,58,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,717,494,494,494,494,46753,9506,9506,1682,1682,878,878,1053,878,4000,4000,-1,-1,210250,210251,210252,210253,210254,-1,-1,-1,-1,-1,"","","","","","","",""
40099,monster_name_40099,驯犬者格雷布玛尔,"",英雄试炼,30177,40099,monster_head_20+monster_head_heitielieairen,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,62,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,879,606,606,606,606,40414,9242,9242,2219,2219,1119,1119,1343,1119,4000,4000,-1,-1,211120,211122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40100,monster_name_40100,控火师罗格雷恩,"",英雄试炼,30002,40100,monster_head_10+monster_head_aofashi,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,59,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,726,500,500,500,500,47183,9592,9592,1694,1694,884,884,1061,884,4000,4000,-1,-1,210011,210012,210010,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40101,monster_name_40101,格里兹尔,"",英雄试炼,30169,40101,monster_head_20+monster_head_pangjumo,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,70,4,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,975,678,678,678,678,36201,8861,8861,2701,2701,1588,1323,1323,1323,4000,4000,-1,-1,211070,211071,211072,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40102,monster_name_40102,剜眼者,"",英雄试炼,30003,40102,monster_head_10+monster_head_langwang,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,64,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,901,621,621,621,621,41118,9400,9400,2250,2250,1134,1134,1361,1134,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40103,monster_name_40103,阿努希尔,"",英雄试炼,30037,40103,monster_head_10+monster_head_mayiwang,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,72,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,997,693,693,693,693,36748,8992,8992,2733,2733,1338,1338,1606,1338,4000,4000,-1,-1,210370,210371,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40104,monster_name_40104,爬行者赫杜姆,"",英雄试炼,30166,40104,monster_head_20+monster_head_zhizhu,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,74,4,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1019,707,707,707,707,37295,9123,9123,2765,2765,1624,1353,1353,1353,4000,4000,-1,-1,211040,211041,211042,211043,-1,-1,-1,-1,-1,-1,"","","","","","","",""
40105,monster_name_40105,修行者高罗什,"",英雄试炼,30211,40105,monster_head_10+monster_head_kaserenquan,NULL,1.5,1.0,0,1,2,0,41,1,-1,-1,40,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,426,290,290,290,290,68886,10444,10444,915,915,516,516,619,516,4000,4000,-1,-1,211392,211393,211394,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
